Venta Real,Venta Predicha
1392.0,928.0969166666666
10837.09,70616.42522357136
94247.5,70230.25836605094
2822.4,15741.000199999982
11966.25,26555.9985551549
2496.0,2085.3792666666664
46339.62,41262.08110513668
11428.76,80367.68970000003
7012.49,5946.9494250000025
79200.0,127603.649
624340.0,358463.6340000002
19513.76,18339.832670471256
22763.52,12093.508247077933
155103.3,59969.30080000002
16499.84,11404.918806987176
5179.71,5806.555745833338
4798.08,2971.7763571428573
7552.26,7552.260000000007
2610.0,45410.32512
3982.16,6230.076158809526
13227.07,10985.7591342857
976.41,1430.9231983333332
5077.6,27641.102617222215
897.6,1731.2624904761913
7200.0,661538.604932734
59888.0,311773.85122510814
30004.8,56904.19820000001
1720.8,1943.0082324675332
26141.28,42508.34162603007
47951.39,31686.03245714284
2655.87,2668.4528816666634
6996.79,10737.001824047624
13832.0,16533.70096969697
9437.5,1708.9968249999988
13452.47,25770.909306805584
47886.72,7796.483279999994
393748.1,441440.9593738099
6533.55,12411.56858386171
753.48,2386.4964100000007
63798.0,13404.7776
84260.0,74568.65971428572
9160.2,11564.576775
434000.0,9889.232166666665
4175.2,4077.5564785714355
205425.0,12946.702399999993
516.79,599.2233633333336
3619.2,15920.160683333343
1733.4,1409.46422983683
5269.89,3366.5956184126976
45696.0,9895.18026194444
2954.89,8336.52887333333
47017.6,26927.61299999999
8386.56,5124.34318108847
3904.56,12550.253967619044
1471.68,2020.606120000001
1709.26,1709.2600000000002
5164.2,23613.94906884057
8504.69,13430.023719999996
1446.5,1944.9362200000003
1466.94,2923.487536666667
38399.76,46986.6090631746
339.0,694.2514142857144
36602.5,40870.99338071425
7317.0,12213.820999999998
26834.28,33539.91331708514
1907.72,5510.942099999999
13711.5,14844.260219979293
26380.64,44461.50341711649
60291.65,150227.27868381783
24060.55,33627.99133101008
5553.03,15485.763966666678
16122.11,12413.635900000005
4404.79,13245.894548961041
2469.6,2550.0719000000036
1630.32,3916.6129811688315
1959.3,1487.2965666666664
12240.8,10691.349894285708
4028.92,9349.455099999994
2554.74,3155.187080011834
15179.26,195641.7340665049
25863.75,20646.316574949484
10175.5,63744.54949999999
125702.76,7970.746940952377
4860.24,7285.04624888755
847.64,4497.258100000004
13311.9,51826.003140238085
1935.0,11395.31473690476
535.5,7197.721931060606
3645.0,3368.2223750000003
41593.6,36394.45080952382
139824.0,96906.4664
76380.16,158351.04696955145
4847.09,12615.813011111104
11774.16,48865.24137032315
1842.0,1202.6950470695965
1778.18,2924.482699999999
578778.0,428508.4418
114750.0,10297.425500000001
3692.23,4466.9133517397295
9373.98,18412.42391597525
139.2,250.95155714285713
38012.43,41863.42429999999
27900.36,53030.61535238095
14842.97,7602.817448571429
102175.5,99457.9425
50872.5,73920.93069999997
4760.26,28023.58781892855
0.04,6170.80929999999
10911.6,9912.671020000016
1184.4,5817.954917777779
20828.34,32047.471281666672
3290.0,5169.667179999999
223.65,3744.619099999995
568.26,1691.5197183333332
9957.6,5877.405277210014
1917.13,3871.795068069985
1385.46,1997.9365099999995
1805.76,1535.9943633333326
346698.0,76370.79742087319
18762.12,33548.99855843251
1260.0,2043.8139999999971
388629.0,260327.7880335716
9528.07,54013.37093038934
8533.28,1964.2912499999993
38060.6,37294.44443333334
39480.0,53361.40743333334
64782.0,36551.842942857154
936.0,1583.2149714285715
11520.0,15907.343600000004
941.5,2995.917408333333
12622.0,13692.854363615568
10341.82,13009.58609666666
11472.0,20731.995898181794
53720.93,250202.68851999997
3577.27,2709.4037914285714
49130.4,11643.505440238107
18816.84,17541.080934772745
42768.59,19976.526504343423
4320.0,10709.696561904764
5548.8,5567.795014626551
15636.6,15683.060583333347
48719.01,4144.996467619044
37632.0,54637.3766
38965.69,49565.82378607146
4665.12,7884.510445000001
571.9,374.9752666666663
15035.21,26322.84918489137
3595.2,4369.1005212121245
188646.74,124408.1830863622
42643.04,58325.876999999986
3446.35,38746.980359769106
2782.5,3718.775162917589
126574.8,267548.9680754837
26386.81,7295.824374999996
135345.0,113670.13659691579
221558.23,187013.7787180952
29652.27,226965.5492156971
52560.0,144213.05767142857
3927.0,4327.813722222223
8822.4,4457.311141933622
2436.69,1573.104503571428
2892.12,6041.4921263348415
2567.04,1998.178649999999
4022.55,21572.717633333326
2587.2,3147.3390666666687
8923.8,19598.906300000002
2380.0,1828.8442262876017
2734.66,2186.4451916666644
3629.76,4486.998900000004
7970.0,13021.247299999999
24053.08,13221.87420257116
1415.88,8280.835593333322
3763.0,1293.8879000000002
42240.6,50625.15056904759
51634.8,44350.451968837566
18936.4,4890.928612968921
944.63,1237.9250999999986
406435.12,145497.46430000014
1670851.0,356659.0108999998
2560.15,4264.129399999999
337645.0,389941.9597333777
5151.04,33136.247879999995
1784.12,4004.2036033333356
289.93,4803.954025634088
10905.84,25446.959999999974
3747.78,5943.332329365079
67420.0,42091.478933333325
1167.15,1115.845096666667
8220.0,31054.670498612508
20259.97,28035.129957023837
200430.27,47920.77783828313
16959.78,26851.096056666694
3599.2,12038.221560476195
5220.0,26166.991206691644
6336.0,9933.95289999999
1525.32,1659.8396850000004
47140.32,68773.84096275973
2450.0,1792.4592972222222
10175.2,7478.655055238095
4704.0,3555.2197644805187
89205.6,90060.81129765791
4572.4,5605.200371428571
10089.6,165534.4272537685
3121.2,2502.759449999999
5732.4,14914.79735761904
7966.89,34266.22223277778
1832.4,1654.5436666666646
26331.37,74425.32415000001
75522.64,47739.67424392859
25314.06,13255.08079999999
151003.63,112157.17362433452
4430.04,12345.453263333333
4477.27,3214.1372
3202.76,13543.044314047622
609.12,3007.9514493343468
3477.25,4839.49816
8625.12,22992.320436665603
14695.54,14448.76230000002
9424.8,19911.290800000006
24743.8,42085.38598650274
25432.0,22798.796995670982
247914.7,180492.4145289298
31200.4,5234.128791666669
156672.0,14076.108816161614
2131.8,2068.638113333333
154476.98,446881.6367315098
17816.4,11579.208774603174
107284.8,80557.02911515153
74926.25,40268.71459740364
2535.36,2268.4075284992778
4132.53,4741.123500000003
1481.76,2444.84774190476
48975.36,59462.238332857145
1656.0,565.1406666666666
1891.96,5716.771933333333
191344.51,749797.0191361238
4765.2,5202.285600000002
1589.5,1891.305547619048
25963.5,12891.73205499998
23979.5,20915.520550000005
1398.34,1506.0274500000003
14897.52,160624.92068761904
15408.62,26745.246606190474
52059.0,15562.38772666665
7250.04,3263.4991199999954
1118.4,1150.6689147186146
15310.8,47531.164508333335
148644.3,122017.56947603177
2318.4,16548.639534285714
1469.75,1932.0395049999975
32367.87,99118.05380000001
3251.45,5594.553508900265
98200.8,30013.97604666667
9922.64,9969.791860000001
16983.22,42823.481599999985
237575.52,234334.8159999996
105266.7,83680.06805000007
18255.67,4310.7454404761875
188555.64,40239.292629523814
27606.6,39992.080342919566
20823.6,17748.91230934842
39617.6,25640.456484891773
6489.0,101154.97642478498
1071.84,7588.073099999996
3146.4,1389.238686825397
16320.0,15934.490476190478
9282.0,6181.312763448772
90720.0,120440.57305714284
870.24,1629.6832071428578
182865.6,146927.04809999987
17289.12,12978.452999642854
9979.2,188407.02794395603
3658.2,15455.721820000002
53434.15,105750.3678231614
25999.34,9727.859040256406
5269.89,7762.266984204588
4418.18,2537.150433333329
18494.45,15943.171255714284
5128.0,6788.564823333332
855.8,6446.70845376844
10898.55,4435.940338571428
436800.0,540586.1785928238
21327.6,61445.63420000013
13172.73,4912.00043231241
49090.91,125410.45160000013
172745.48,39493.1998502778
4672.5,8944.081975000001
20838.18,17131.422238333318
328696.2,126014.47959860136
7548.1,4137.402937050275
56382.03,35347.0476150283
240110.0,86502.01620000001
2006.1,3976.480480952388
5123.3,5123.299999999992
10304.0,5969.267900000001
35835.32,57102.573899696974
56865.0,170102.95355854565
32360.6,24234.915710357156
9633.09,65761.55639869055
1061.49,3271.887926666668
115126.2,140366.23608801732
1049.09,2022.7437499999994
1464.12,787.9184354761901
18300.8,13618.76966402486
1043.4,1091.1529333333322
661.2,1415.7563999999993
2739.31,4248.263916666668
10367.23,43257.136139329
26903.52,65015.99965714284
1325.0,4243.906966666666
22968.0,33898.97828571429
40031.4,72855.67514938329
24510.0,13854.463550000002
11050.02,25673.57713333334
2070.0,24553.8675
425573.56,566660.9095256239
138293.55,119735.94969857139
51500.33,61835.589129451706
4324.32,15226.441490574363
194452.02,53392.25460000003
1528.2,1912.2573505952369
22796.9,51480.12693392855
12233.69,923.4632333333324
4534.56,5867.866326307691
19435.53,20031.532128571453
1433.87,1552.3502499999986
12745.92,25252.224473526472
55449.52,48831.6217111111
858.6,5610.778426190477
1480.68,1494.6919971428538
29522.5,17639.023277619042
14231.4,12812.338729999996
1151.28,1527.3254372727276
8212.5,5087.1957250000005
36167.04,21761.533379999993
10736.64,8730.295000000006
20891.78,11460.839394271416
1301.88,2909.4341901587286
4322.31,6014.0874132142835
3608.0,2810.703122337661
3454.22,3590.7391135714292
333.0,606.1042487878786
6124.5,47221.05099285714
1462.5,1649.6214935064936
458.04,3375.0973300276514
2139.48,3796.6366507142875
3636.9,4574.734497142863
14533.86,18731.970758746407
9591.75,9380.06723333334
19015.2,10126.455352777775
1142.4,17230.401495944046
46537.58,18575.87696405899
306.9,1727.5019755194796
2172.4,14176.132935000003
24795.72,92629.62076467228
7692.72,8632.809374242412
6265.35,4577.736114285714
3272.5,52751.6453942857
46656.0,42055.30799999999
57231.36,64615.77983616385
108950.4,88055.29419999995
1128.23,1979.2188093650789
5345.0,5627.613726190478
1357.2,1237.992433333332
38528.9,6268.156780634922
18585.6,15992.404566666677
1892.0,2763.9042999999992
3852.0,4406.937674999999
41931.12,33075.08820000006
73785.6,112345.30880000004
507.11,1109.8238133333348
2415.0,3534.6182000000013
104044.5,112173.69019143356
220888.32,446879.1782462789
14480.92,15890.199200000023
3270.0,5410.157333333335
52586.1,74460.89764727771
10616.0,22266.816822222223
141216.07,75968.06876000005
134429.4,30775.47081712123
47900.51,69075.10426400794
11933.26,9696.102401202692
133091.2,21832.552184149186
1174.2,6749.776429999997
12157.55,6256.857350000005
16968.0,17578.496817413106
3400.22,3011.0580833333315
132874.72,33378.59100285719
45770.4,48005.30100000001
1377.6,1377.6000000000026
17304.3,11390.048966666662
17169.6,31914.27642666667
59986.8,189923.2354403571
10910.74,9400.167306428573
7896.0,14198.669400000002
356969.41,167600.2105949353
9282.02,52630.889414999954
3259.92,26225.42279122878
354209.4,74492.84328571432
11119.36,11076.414613333334
33397.29,72495.57152479078
50108.43,60873.55112894858
158035.2,96253.72272999998
34479.0,864658.97889662
6095.88,4780.2007226190535
17830.86,20580.643958095225
1213.64,4923.439343333339
4209.32,8322.242525580794
37892.56,21560.74900666668
4145.59,5563.950517499999
29068.2,214342.1874
2353.5,1273.8365866666663
269.22,3562.5459000000014
1570.8,1853.8150666666659
3170.28,1441.8720000000012
41040.0,7090.975656666672
5066.12,6174.449664999998
7645.44,9265.185379999995
670.5,1806.1302678571424
9438.54,18136.421466666685
2076.72,8343.807749722228
1576.86,1445.3923999999993
804.0,3405.609799999997
1662.0,4916.656349999998
111473.2,78394.31094163617
3245.32,3277.268733333335
2265.46,5079.992633809524
3784.0,29724.26072976191
17206.61,24749.626099999998
52611.17,26171.73136666668
1670.4,6483.410085714292
35005.44,145501.2696000001
1270.5,3124.3828933333325
5622.75,15969.423366666662
1709.26,1709.2600000000002
4664.8,1803.7745720634914
25607.25,22897.81293583333
689061.6,384993.4
1364.88,12166.978992142856
799.26,907.8975884032964
46859.6,22189.096410952392
8324.68,11903.49782833333
414720.0,205991.8307799999
30319.21,20414.451649999988
1393.69,1214.727728891664
10949.4,5853.519906666665
1003.01,16321.435857857155
8982.47,9468.311986666664
1970.23,6579.225274999995
7056.0,7381.911600000006
2886.3,6169.47884999999
10884.79,14445.476897727274
51230.83,43532.2995766667
364.5,3226.464154761904
7890.0,93847.20263122722
3340.8,107384.67383619044
42675.12,19740.044500000036
19314.51,31255.735980925896
1945.8,1536.3315735714286
14963.55,65275.36529166665
9266.0,26913.91403184622
23220.0,4611.4425
1263.67,4055.1187289771356
42744.8,62533.01298968224
371.28,2108.859432121212
3108.0,2711.1081500000005
180175.2,121365.1730168615
31728.0,106553.14456923306
5130.72,8716.32404
731884.2,98298.80416744809
8310.0,12550.157244642858
114840.0,80171.95
1293.6,2208.1357167327114
1273.65,2246.0635749999997
1634.76,2551.6000999999997
32009.04,30149.882633333356
1510.4,4198.849599999999
5721.32,4368.934301980554
808.8,1466.4349333333341
22362.0,56433.96257829809
7126.36,8633.78553511904
7032.87,7368.327635974025
5779.2,16348.586325
63335.95,33058.8469185714
54384.0,41146.936321235204
447.27,1457.8893833333352
1891.51,1945.6723650000008
74560.0,53324.63409523809
16637.66,14296.17505433219
121774.4,133096.49358095246
1337.99,9977.867125476183
20763.0,84632.36796408368
84727.28,102588.59451616161
827.4,1831.280006666667
97593.6,38173.00592380949
43206.0,58157.258833333326
2568.0,3322.838461948051
1429.09,2016.50840095238
37378.32,21583.599151666676
21588.1,7100.640210297617
86352.0,47032.4513902394
9061.5,7737.843900000006
1810.0,3848.507966666667
3421.08,1735.3217000000013
5437.12,170552.5501819048
19334.36,18105.821660000012
20784.0,83177.20866232441
10833.2,7413.6571000000085
35047.32,43154.270143333335
1713.84,29445.343913333363
56007.0,20117.124833795373
33237.0,113312.21182170078
21248.0,25011.975795544735
11415.6,18391.581386666658
51679.32,39755.79535142859
783.08,7838.3528089285655
128570.4,136762.63917857138
1504.8,1385.7933785714285
41184.0,16140.948571428573
181057.85,15733.314719999988
11231.07,9530.089233333323
16586.73,17015.614674761906
2076.0,2267.5190098412695
27020.4,16169.537458571414
12686.28,50596.87367999999
3442.68,4433.825326785713
138810.0,118155.24770833328
1021.44,2534.7601416666644
79909.2,5063.023266666665
5593.39,6624.929447231385
76608.5,47024.27096642857
132877.6,181950.07935083527
11988.24,55059.26362399766
84537.6,27592.173559307357
28218.35,141356.21327289686
18139.31,60778.98007333339
2925300.0,690035.6882499999
11026.4,20604.673699999996
36413.29,9470.705350000002
4055.44,4164.346349523812
5324.4,4901.993085714292
20748.0,39045.264062626324
2440.2,9013.374277599523
41327.0,24086.93738660341
6658.74,8076.538299999991
3324.0,129203.33035165096
2125256.4,282165.34863571427
40477.69,19311.100369709016
13823.04,5617.958314523816
8611.2,36106.44250000001
3313.22,6387.868073333334
4084.8,5001.391433466581
2244.0,8209.992090323367
2321.53,4573.97807337301
91962.5,15154.783183420745
1416.99,4181.457362380953
35508.15,26507.28646003107
1226.66,4776.213539999998
2789.25,6043.000747251204
8092.0,5011.263841374458
6253.5,6354.0329999999985
33218.32,33118.31879999995
2136.79,2122.8674333333333
691.0,3301.7781
357832.32,77454.70760190474
19384.8,176697.66962951657
5512.64,30671.452573328173
7783.14,15453.473570000006
17442.0,9782.908244047612
4410.0,10659.846493506495
1396.8,2475.2598
18864.39,8568.964895178564
126574.8,73842.37822499996
9015.6,14925.499319501245
3870.0,21840.336
7932.24,33985.56795710314
151932.0,94586.70260000002
1551.12,23896.70490986831
2480.0,4271.258285714285
232070.4,321821.7001142858
27373.98,50308.8581079365
1255.5,1611.5549783333327
784.3,529.3131250000002
13178.66,5601.928626562049
4233.6,12265.55200000002
36046.08,39461.61580000001
27054.54,13773.432272698414
2248.08,12135.214606666683
56209.86,99912.03555780798
3839.64,6753.6636189899
2338.71,4265.987887500002
2764.71,3418.6861458369403
8823.6,242137.45065601062
2618.78,5365.291533538128
9125.05,17566.007037503052
227767.68,19762.891459523813
134636.73,102315.04950009743
25817.4,63023.30433333335
108392.73,221505.14517249996
68724.0,75999.62963769841
37723.63,33478.4643
4254.29,203491.28177064218
2167.2,4498.312728988544
16721.64,46087.89459999997
535.2,1378.6935060606065
7884.0,5664.543974999997
4409.26,1839.5891333333354
72080.63,106516.14371289684
772.8,1578.9458000000016
581.82,521.9786633333334
207196.0,129261.49371766523
414.4,952.925133333333
2376.0,11200.140817904938
32336.6,9615.192491428556
1156.44,4607.650088412698
11345.39,30862.492390953776
5044.2,31110.331756666685
62181.97,32622.354800000016
4190.08,46181.38832437228
1758.5,1247.9092333333324
1019.37,2746.9699000000005
2865.01,1317.8395299999997
2686.36,2406.338200000001
2025.0,3357.3230507521434
2929.8,3097.760536428566
36153.0,27450.636699999995
18296.31,13799.146721190476
6474.0,13001.876
27955.2,24938.878099999994
3348.0,3703.2704
91106.4,85938.56586571429
11461.74,9448.010946353088
6844.32,5335.076989305354
1612.8,4113.498278787878
83985.0,81687.70738003017
42359.1,64507.06347149181
14736.0,16073.39879999999
510692.15,32337.768135114493
9304.13,4256.051363968253
1820.0,3349.510000000001
3565.8,5459.9051999999965
8896.5,2690.0541500000027
14558.4,17399.20335584415
2525.16,18075.927790000016
7634.16,1378.1101538095238
5563.24,9959.178610716508
6011.64,32953.54484934044
3462.5,3261.1827011877017
24750.0,29763.531600000002
369952.0,73743.3530333333
4837.5,2081.319091666666
12188.0,95445.36306891718
639.6,681.8991900000001
118141.8,509530.8340200001
46090.08,71448.38447298088
16850.4,16850.399999999976
10518.75,9141.580512857141
1419.47,1230.8003416666668
13930.8,8095.1817604761945
27076.0,163923.00316257568
1701.45,1592.9650000000008
2100.0,30405.071879999996
40444.7,12240.52551607143
29011.57,21185.85293666668
16509.0,23999.93373981019
2081.52,9072.320168981214
110484.0,138567.85685669878
33066.0,10033.323800000004
1696.2,1052.3983083333335
31960.8,329083.3990423835
54695.52,161489.65561333334
406.14,571.2348999999994
8537.6,6833.526783333326
776.03,1682.3863054761898
4595.4,5704.439142380952
199600.0,257548.0336257819
4275.6,9748.301462857142
16407.36,11492.985248214289
10188.25,16588.598126863817
1179.17,20109.71923997271
37980.0,90395.26926841878
96100.2,12406.85806126961
700.07,2551.098400000002
95126.4,94267.28200000017
7062.53,6998.366947122911
122.64,2529.313800000003
2030.29,4736.074800000001
24253.89,29658.91039999999
5905.56,4565.735734285717
4050.0,5369.040682944181
75562.8,77262.69290000001
14530.91,35766.782999653675
77811.26,45084.546508965876
4337.06,4294.112666666665
41928.75,33892.6827
15827.8,9882.738758333337
15172.5,122825.05962930404
47001.6,17717.237605194805
1964.2,2190.5939476190483
2530.5,2210.354363333336
20563.2,25780.17592869354
6631.2,11402.448700000003
5721.07,3087.5904536832595
6231.6,11572.430672244678
51634.8,97218.20680000001
5295.87,25962.477687565788
182448.0,107832.7024549999
29890.8,40755.31235333333
3003.63,43151.25329675605
4685.95,4760.709700000008
1635.48,3894.715425000002
23628.0,9420.222615277775
26562.6,17464.32677261906
4554.05,7123.353747052669
1596.1,1855.545222222222
21082.95,9996.169961881826
3542.48,7637.155433333326
9662.4,9281.635200000008
26598.35,57439.86656666658
1316.0,2114.7678674938948
4851.89,13076.288599999989
765.96,776.0209000000002
128760.0,78025.62279797978
44210.4,152954.05998138528
12228.1,14936.02065565563
11697.7,15478.628700000025
3739.5,9545.69758111888
90768.0,531065.177373571
1378.56,2507.475533333331
1902.61,10621.961358333332
71101.6,74500.8021
1667.4,726.8510999999997
115414.15,201231.6559442507
4960.0,1383.870771428572
1894.82,11163.751913917751
7608.0,4458.351000000004
27622.96,38936.48352999998
1573.2,1136.7013666666662
6868.27,10619.65569588428
10399.2,69051.44674390057
7020.2,27791.14287904763
621.42,2019.5986166666678
2436.0,3279.7439000000027
3204.46,1059.4785461904764
6210.72,5850.14161627747
29184.0,31088.369400000003
712.08,18900.514506666663
252756.0,226752.62014685327
80555.85,120537.12716788122
18741931.25,9317697.054875
13003.2,9595.994940238093
43922.95,28821.63224833331
22071.0,19938.08711666667
